id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
T7PwIqKUeKW4mMlO_-BnGQ,Customer_2074,2017-03-04 16:52:55,⭐⭐⭐⭐⭐,"Just walked into the Tavern Nashville and was served by the brightest smile in the world. Thank you Heather , amazing server.",Uptown,Tavern,104.88,6.68,6.4,2,46-55,Female,African American
OTyZuYfiZX7Db0kW9rz-Sg,Customer_3848,2017-03-06 17:57:03,⭐⭐⭐,"Tavern is probably one of the better brunch places in Nashville IF (and only if) you go with friends. This is not the place to go for a brunch date or to go with any person that you actually want to have a conversation with.

Both times that my wife and I have gone (once by ourselves, and the other time with some friends) the music has been extremely loud - like to the point where we have been yelling just to hear each other. Not kidding. Look, I like my music loud... and their playlist was actually on point (late 90's/early 2000's hits)... but going out to eat is a social experience. Part of sharing a meal is enjoying the company of the people you're with. Don't blast music in my face and force me to lean in just to hear what the person next to me is saying. C'mon. 

On to the food! It's GREAT. I highly recommend the Benedict Uno - a short rib benedict topped with tabasco-infused hollandaise. Wow. So much amazing flavor in every bite. I savored it right down to the end. I also recommend the maple fondue if you're with a group. It's a fun dish to share and has assorted fruits and some french toast and sausage... all to be dipped in a delicious warm maple syrup mixture. Can't go wrong. Also, don't sleep on the 2-for-1 libations. The blood orange mimosa and the red sangria are my favorites (although the last time I went, I just doubled up on the sangria... easily my favorite).

This place deserves respect for the quality of food they put out and their decent pricing (average about $12-$15 per entree). The only things that keep this from being a 4-star review are the noise level, the lack of parking (bring cash because you will need to use the valet), and the fact that you will undoubtedly have a wait. When we went with our friends, we got their 10 minutes after they opened and were told there was a 20-30 minute wait. We ended up actually waiting almost an hour. Not really a complaint, since you have to factor in a wait at popular places... but still. Just a warning - you will have a wait.

Give this place a shot if you like good food for brunch, just go in knowing that there are some pitfalls with this place.",Uptown,Tavern,16.85,1.79,10.6,1,,Non-binary,Native American
vIfZn-Km8_Mzn3YcnV2oHw,Customer_6345,2017-08-29 20:07:56,⭐,,Uptown,Tavern,199.57,34.81,17.4,3,18-25,Male,
y0QbAUXI7TYgqkNcqP4wXQ,Customer_6552,2016-05-08 17:45:49,⭐⭐⭐⭐⭐,great amosphere and wonderful food! highly recommend but expect a long wait. well worth it though.,Uptown,Tavern,29.16,0.0,0.0,2,65+,Prefer not to say,Native American
TqBseui1uj8S9CyQ1J55dg,Customer_1035,2015-07-09 15:55:40,⭐⭐⭐⭐⭐,"This place is amazing! In every way! Great location, great ambiance & atmosphere. The people there, especially our bartender Sarah, were super nice and helpful. She was great! But.... the food. Oh wow the food. Best burger I've ever had ever! If they ask you if you want to upgrade your fries to he seasoned ones (for a mere 50¢) say YES YES YES. Those things are sprinkled with crack, I swear. So good. And the garlic aioli is no joke. The beer list is awesome. Lots of local options. And 2-4-1's on Wednesdays of things like Jack Daniels, other liquors, wine, and some mixed drinks (libations). great place! We'll be back every time we're in Nashville.",Uptown,Tavern,59.46,10.68,18.0,2,56-65,Male,Other
nYVGowsSH6UM6oIuZ1x1rw,Customer_3809,2015-02-03 17:57:27,⭐⭐⭐⭐⭐,,Uptown,Tavern,25.62,4.39,17.1,1,46-55,Prefer not to say,African American
ZLJZGHB9bXDXdnIhEN7jgg,Customer_3186,2013-10-15 19:45:03,⭐⭐,"Came in for lunch while in Nashville in business. The waitress sold me on their Bloody Mary, so I ordered that and the lettuce wraps. The bloody was ridiculously watered down. It tasted watered down and looked like the glass was about 85% water/ice. When I commented on the look and taste, the waitress proceeded to tell me that if it looked watered down, there was probably extra vodka in it, which I couldn't taste because it was ""infused"" which cuts down on the vodka taste. What a load of BS. It was one of the most disappointing bloodies I've had. I should have sent it back, but she was adamant that I was wrong. Lettuce wraps had a nice spicy kick, which I liked, but it failed to redeem the dry, canned-tasting chicken. Very. Under-impressed.",Uptown,Tavern,36.19,7.04,19.5,1,26-35,,Hispanic
3WEXdxPOxjum_NnUVuzR8g,Customer_3870,2018-01-10 22:16:48,⭐⭐⭐,"Our first evening in Nashville, we decided to try the Tavern restaurant.  It is quaint and dark.  Davis was our server and he was great and very accommodating.  I had the burger which I'm sad to say, wasn't anything to write home about.  The best part of our meal was the great service we received from Davis.",Uptown,Tavern,112.13,39.25,35.0,1,26-35,Non-binary,Native American
PM2iL0rvQqDuvFjtJzx_WA,Customer_7250,2017-05-01 21:31:55,⭐⭐⭐⭐,"I love the atmosphere of this place. The bar is kind of open to the outside and it's a really unique, modern setup. The service was a bit slow for a half-full restaurant but the bartenders were very nice. I ordered the buffalo cauliflower and mussels. The mussels were delicious but the cauliflower was so spicy and overpowering that the spice hung in your mouth for so long that it kind of took away from the mussels. Overall would  definitely recommend a visit if you're staying in the midtown area, but would recommend trying a different appetizer than cauliflower.",Uptown,Tavern,35.31,7.17,20.3,3,26-35,Non-binary,Mixed
1ZKlc5k-elXZP-t6wGxNRA,Customer_8938,2015-10-11 05:26:05,⭐⭐⭐⭐⭐,,Uptown,Tavern,71.57,6.55,9.1,2,18-25,Female,Caucasian
u1wLsg-BqrPBsyo75_w57A,Customer_5837,2015-05-15 23:29:04,⭐⭐⭐⭐⭐,,Uptown,Tavern,43.22,7.52,17.4,2,65+,Female,Native American
HMMVw9xXON6f42jL3mW2vw,Customer_4521,2016-05-19 15:33:05,⭐⭐⭐⭐⭐,"this place was so awesome. we went on sunday so the drinks were 2 for the price of one. they have a great little sitting area outside where you can sit and wait for your table to be ready. I had the Blood & Smoke, im not a huge fan of bloody marys usually but this was amazing. the food was also great, and came out fairly quick after ordering. they also had a DJ playing a variety of music the whole time and I really enjoyed that.  I definitely will visit this place again.",Uptown,Tavern,114.69,15.76,13.7,2,18-25,,Hispanic
QCb9Wgt7bCB0GDTNaght9w,Customer_3559,2014-11-01 01:58:16,⭐⭐⭐,,Uptown,Tavern,45.27,15.84,35.0,3,36-45,Female,Caucasian
9chZYiGTTrkRaHZQxg__FA,Customer_8394,2016-10-02 03:21:25,⭐,"Decided to try this place after our Airbnb host recommended it. Total miss! Way too overpriced for what we got. We ordered guacamole because they were out of cauliflower. The guacamole was too plain, lacking salt and spice. The size was ridiculously small and disproportional to the amount of chips you get with it. We also had chicken skewers, that were described as ""sesame, garlic, ginger..."". It literally tasted like chicken with some super sweet teriyaki sauce. The rice with it was totally plain too. We had kale salad with ahi tuna. Also was lacking taste, and the size of kale and tuna was disproportional. Not worth the money at all.",Uptown,Tavern,38.59,7.12,18.5,2,,Male,Asian
x7ya_jF5VRCGxRdXEDaqqg,Customer_8354,2014-07-30 02:33:41,⭐⭐⭐⭐⭐,"Awesome atmosphere and great food. You have to go here if your in Nashville!  Make sure you try the Buffalo Cauliflower, Beef short rib tacos and the Horseshoe. We tried the fried chicken skins.....not a fan.",Uptown,Tavern,57.1,12.39,21.7,4,,Non-binary,Asian
96YWbWWyWcKY26a8CVm2yQ,Customer_6051,2015-12-06 22:18:31,⭐⭐⭐,"Burger was great. Cooked perfectly, but nothing special. Packed for brunch specials. Seem to have awesome election of cocktails and awesome bartenders. Was there for food, don't really drink. Def would go back. Atmosphere was great too.",Uptown,Tavern,47.95,5.95,12.4,2,36-45,Female,Other
Cy9RvBBa-7zC9fOnVDmkmw,Customer_9729,2017-01-29 05:37:39,⭐⭐⭐,"We came here based off a recommendation from our hotel.  The food was fine but nothing impressive.  It was basic bar food.  The music was way too loud.  Impossible to have a conversation and we were there at 5:30 on a Saturday.  If you're in from out of town, try another place for dinner.",Uptown,Tavern,30.85,8.17,26.5,2,,Non-binary,Native American
89tIlGxzZ4q6l0Qb51lXdw,Customer_7555,2012-10-13 16:39:17,⭐⭐⭐⭐⭐,"Great food!  The menu is full of interesting, and unique items.  I tried the smoked salmon eggs benedict, and it was phenomenal.  The interior is very well decorated, and the servers were helpful and prompt.  Though it was a little on the expensive side, it was well worth the cost for such a great experience.",Uptown,Tavern,45.7,8.57,18.8,4,36-45,,African American
0BDU3JP1pp6kK_nKyJvfVg,Customer_8401,2014-11-14 17:05:22,⭐⭐⭐⭐,"All around nice upper scale bar.  Exactly what you would expect from a place like this.

Tip:  Get the Kale salad, even as a side.  It's amazing.",Uptown,Tavern,38.87,0.0,0.0,2,56-65,Non-binary,Native American
_XMqwgsyC-pzWuFkkRCpLg,Customer_7554,2018-03-06 03:01:34,⭐⭐⭐⭐⭐,,Uptown,Tavern,29.78,8.11,27.2,4,26-35,Female,Asian
0aPl5G1wRuvHtl29W3r7Dw,Customer_8595,2018-03-23 16:01:31,⭐⭐⭐⭐,"Food is great, drinks are great, deals are great (Brunch with 2-4-1 drinks? Heck yeah!). The menu is extensive and interesting, with unique twists on classic dishes. The service is also great, but I am withholding a fifth star due to the management's seating policies.

We came for brunch on a Sunday expecting an hour plus wait, so when the hostess informed us it would be 1hr45m we weren't surprised. However, we became frustrated when we noticed there were 4 open tables on the patio that still hadn't been seated after an hour of waiting. It was a beautiful day so we asked the hostess about it and she said that the tables were reserved. When we asked again, she explained that the patio tables were not assigned to a specific server but were instead added on to a server's load inside, so they weren't seating them because they didn't want to overwhelm the servers. Totally understandable to not want to overwork your servers, but why not seat people with the caveat that service will be slower? Or better yet, why not specifically assign a server to the outdoor section so that wait times will be lower? Having worked in the service industry, our group was confused by this. We ended up just sitting at one of the empty patio tables until the hostess notified us that a table was ready. 

We ordered the Cheddar Biscuit, the Wood Fire Double Yokes, and a Turkey Feta Omelette from the specials board and all were delicious. The biscuit comes in a trio and though it doesn't look like a lot of food they are VERY filling. Our server surprised us with a side of White Trash Hash on the house because our food was taking longer than expected (we didn't even notice the timing, so it was a very nice gesture). The White Trash Hash is a must, this stuff is addicting! Potatoes, rice, and gooey cheese- who could ask for more.

Overall, great place for brunch in Nashville. Expect a long line but food worth the wait. Hopefully management can improve their seating policies to cut down on wait times in the future.",Uptown,Tavern,47.05,11.31,24.0,3,56-65,,Other
1pXjRYRCmvsPrGPrFybvPA,Customer_7108,2014-04-21 19:32:01,⭐⭐,"We were scouting for a place to rent out for a company retreat dinner. Unfortunately, they don't allow dogs on the patio, and I has my 2 small dogs. I'd understand this if you couldn't access the patio, but theirs is easily accessible from the front door and the street. I don't know what moron made the no dogs on the open air patio rule, but they should reconsider. That said, I did not eat here, went up the street to eat. The two stars were earned by the hostess, who was lovely and apologetic. I wish her the best and hope she finds employment at a better run establishment. We will be spending our decently sized budget elsewhere. Gracias por nada Tavern.",Uptown,Tavern,44.74,10.36,23.2,2,56-65,Prefer not to say,African American
Yi9ZgTeO6Q51f4Kh_e70-Q,Customer_9592,2018-04-07 15:28:13,⭐⭐⭐⭐⭐,"Tavern is THE Nashville brunch spot. {starters} I have tried a good portion of the starter selections - but the buffalo cauliflower, brussels and tavern fries stand out above the rest. The mussels are also a great option for dinner or happy hour. {entrees} I'm a huge fan of benedicts, and Tavern kills it with each of their 3 options - aptly named uno, dos, and (for some reason) three. Uno is my favorite, with braised short rib and Tobasco hollandaise. It is absolutely delishous. Other great options are the Nooner - which is a bacon scramble with fried oysters and spicy sour cream - and the Singapore Stir-fry, with wok-style rice, a sunny-side-up egg, and bacon. You really can't go wrong with any of the Tavern's fantastic brunch selections, but these stand out for sure. {libations} Possibly the reason that Tavern is so popular among Nashville brunch-goers, is the 2-for-1 deal they offer during brunch all weekend. The selection is fairly standard, with mimosas, a bellini, two bloody mary renditions, and a very sweet sangria. My favorite is the blood orange mimosa, but each drink has its merits. Overall, Tavern is a wonderful place for any brunch occasion and I will continue to dine here often as long as I am in Nashville. The wait is brutal so make sure you arrive early to start off with a beverage in the sun on their outdoor waiting area. Enjoy!",Uptown,Tavern,30.4,6.55,21.6,2,26-35,Prefer not to say,African American
Ac_GqtISPI0dQVGOxf2ejA,Customer_2190,2012-11-11 21:48:33,⭐⭐⭐⭐,"Oh, Brunch at Tavern. I'm so sad that it took me so long to visit you. 

I'll keep this brief: The dishes here are superbly crafted. Flavors are lovely and multifaceted, and the plating is gorgeous. My favorite dishes, though, are easy to pinpoint. 

First up is the Sweet Potato Chips, which arrive at your table with a curry salt and blue cheese fondue. This is a perfect start to any meal, and honestly, I could probably be happy just munching on these while sipping a few cocktails (which I'll get to in a moment). As for a main course, though: The Benedict Dos. Poached eggs, smoked salmon, and a creamy hollandaise? Delicious doesn't even begin to cover it. 

I will admit that I find myself rather addicted to their Blood Orange Mimosa, so I haven't actually tried anything else on the menu. However, one of my closest friends loved the Bloody Mary, and their beer selection is impressive and was mat with easy approval from our group a few weeks ago. 

Is it loud? Yes. 
Is it expensive? Sure, although most of the cocktails are two for one. 
But is it worth the insanely long wait? Absolutely.",Uptown,Tavern,55.21,22.09,40.0,2,56-65,Prefer not to say,African American
