review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
9g-mtjmWHY0miughafkXMQ,Guest_6256,2010-07-12,5.0,"I'd been following the progress of The Bricks via their FB page for some time - I'm happy to report that the end product lives up to the expectations (exceeds them, even!). 

The first thing you notice is the atmosphere: laid-back & friendly, fostering a close-knit/ community feel that encourages you to slow down and linger for a bit longer, enjoying the company. 

When it comes to the menu, it's full of simple foods that have been completely mastered. I suggest the Peanut Butter Bar (choose your bread, peanut butter, and toppers). The Roasted Garlic Hummus is amazing, as is the Italian Brick sandwich. As far as coffee goes - they won't disappoint, I'm partial to the Brickaccino (frozen coffee). Another standout factor is their beer selection - which alone is worth strolling by for.

All in all, The Bricks as a 5-Star stop, you won't soon forget.",Eastside,The Bricks,18.99,2.21,11.6,6,56-65,Male,Other
s9dqqPMdKO3QdJ5s7lrt3g,Guest_8318,2016-11-28,1.0,"This place is listed as vegetarian-friendly and it is, provided that you eat eggs, cheese, and whatever else they put on the food without listing it in the menu description. Unfortunately this place was a nightmare for me as a vegan. I ordered the veggie cuban with no swiss or honey mustard since those were the only non-vegan ingredients listed in the description, and if it wasn't for the server mentioning ""oh that's a great choice; the chef puts an egg on it too,"" then I would have gotten a sandwich with egg. After I stressed ""no animal products, no egg, no dairy, no butter,"" the server responded with ""oh well you know the egg isn't actually meat"" as opposed to, you know, respecting my dietary restrictions.

I have no intention of returning, due to the lack of clarity on the menu and the server's rudeness when I was expressing my allergies/restrictions. Maybe if the restaurant lists all of the ingredients and trains their staff on how to not be rude to someone who was rightfully annoyed at almost getting an item I couldn't eat, then it might be worth a recommendation. But then again, it's not a vegan-friendly establishment despite it being vegetarian-friendly.",Eastside,The Bricks,9.79,3.91,40.0,2,,,Hispanic
s7X6kSDGGlowmEqCDEh2SQ,Guest_1909,29.06.2014,3.0,,Eastside,The Bricks,9.83,3.93,40.0,1,36-45,Male,Mixed
TCzaF5Lj0NLoCQuIujEzJg,Guest_1794,11/30/2014,4.0,"We were greeted by a very pretty waitress that made us feel like we had chosen the right place. We were then turned over to a nice gentleman that took our orders with a polite smile. We are vegetarians and there were lots of options. We settled for the salsa and house made avocado sauce with corn chips  and we split their famous black star black bean burger... Yesss!! The food presentation was that of fine dining and the food was very pleasing to our pallets. 
We give The Bricks 4 stars and would recommend to anyone who plans to visit Tampa",Eastside,The Bricks,30.61,6.67,21.8,6,46-55,Prefer not to say,Mixed
R_A16STMTt2oZGmpH0R0lA,Guest_5967,09/12/2012,3.0,"We went at a slow time on a weekday afternoon for a late lunch because we were all wanting sandwiches. So between us all we had: the Bird & Pig, BBQ quesadilla, ahi BLT, clubhouse and kids pbj. All the sandwiches were great! Service was a bit slow though. If I was in the area again I may try again but I would not go out of my way to eat here.",Eastside,The Bricks,13.86,3.04,21.9,1,36-45,,Caucasian
qzgc5-lizZMqupW7ZR8qmQ,Guest_8100,28.07.2014,,,Eastside,The Bricks,27.07,4.49,16.6,3,,Non-binary,Caucasian
C5VBfvKrFBGl7uhEONk8OA,Guest_5127,09.02.2017,5.0,"Great bar/café! Such a great place to hang, inside is beautiful and outside you can hear nice music while having a coffee and a cig! Definitely coming back! Loved it",Eastside,The Bricks,23.3,3.93,16.9,8,46-55,,Asian
4Wxmz2w4cbaOepnIwcI1ig,Guest_3326,2014-12-23,5.0,"While I was in Tampa for the last 2 years, The Bricks was a second home. Great food and even greater people. I moved back to Seattle and left making friends. Wish I could've brought The Bricks and my new friends back with me. Definitely a place for locals and visitors to check out!",Eastside,The Bricks,,1.58,6.1,5,,Prefer not to say,African American
Cf3QB0VEbdWFq94tZcWgTQ,Guest_2296,10.11.2017,,"They seem to have expanded their menu or, I'm just imaging that and actually gave them another chance. Good beer selection. Great ambiance. More hip than some of the other bars. Accommodated my large party.",Eastside,The Bricks,17.41,3.16,18.2,2,56-65,Male,African American
4ywDqRoYjy16Z_UFox0qTg,Guest_2925,2012-07-22,,"Food is terrible. Nacho dip was covered in there advacado cream dressing which was bad. Very sloppy. The pesto grilled cheese, was covered in way too much pesto. Again very sloppy. Overall bad food, chef must be high or something. Oh and found a few ants crawling up my leg. 
Will never come back.",Eastside,The Bricks,18.47,2.66,14.4,1,36-45,,Caucasian
s7X6kSDGGlowmEqCDEh2SQ,Guest_9147,06/29/2014,3.0,,Eastside,The Bricks,15.94,3.29,20.6,2,65+,Prefer not to say,Native American
rzkOryEsl-T1AvF6e3DcIw,,12/05/2012,4.0,"Either ate or had drinks here a few times over the summer as my office was just upstairs.  I'm not a vegetarian, but the Goodness wrap is a knockout.  I also greatly enjoyed the chili I had here, though it was a special so I'm not sure how often it comes around.  I'm not really into the hipster vibe of the staff, but I never had any service problems and that's what is most important.  

I definitely don't live or die by The Bricks but it's a place I would suggest if you're ever in Ybor City.",Eastside,The Bricks,24.19,5.04,20.9,2,,Female,Asian
EWgE8zamjHBz8CMRdLIHVw,Guest_9354,03.12.2011,4.0,"Lots of vegetarian options. The service was pretty fast. The skateboard wall was nice (Calvin & Hobbes represent!). The sandwich I got was a bit lacking in the flavor department. Really didn't know what to eat since I went here at night just before a binge of dancing and drinking. Didn't really feel into the peanut butter at that point in time. Next time I'll try their peanut butter creations, but I'll probably go for brunch or a late lunch since it seems the menu is more designed for that and not any pre-gaming.",Eastside,The Bricks,21.94,3.55,16.2,2,36-45,Non-binary,Other
OkD1Hn96bO8NYIClN6bvyA,Guest_6051,24.01.2018,4.0,"2 words THE CURE! I ended up here after a night of one too many drinks (it happens). A friend recommended this place for a hang over cure! She was not mistaken! After reviewing their menu, which seemed a bit obnoxious, (I'm talking quirky names that require you read the description to be able to decipher what you're eating) I settled on the sandwich with an egg on it! Im a sucker for a runny egg on just about anything! Messy eggs, bacon, mozzarella, jalapeño aioli, on toasted cuban bread; this holy grail of a sandwich is called THE CURE! I have been back a few times to this establishment just for this sandwich, the mimosas too. Oh yea they have liquor so you can totally have drinks here. 

The ambience is very chill. There are a good amount of tables inside and bar seating; no outside seating. I have been here on a Sunday for brunch and found it to be pretty family/kid friendly. The whole place and most of the staff is painfully hipster but it works. The bathrooms are clean and there is a small back patio with mural art.",Eastside,The Bricks,,4.38,25.7,2,,,Asian
6W_KEeCPnxjcuD6u4UXi0Q,Guest_8273,06/18/2017,5.0,,Eastside,The Bricks,44.92,7.37,16.4,5,36-45,Non-binary,
2a8_Q5XhjoQHaZ_KtISZuQ,,2012-12-09,,"Since moving to Tampa about three weeks ago, I have found some ridiculously good restaurants thanks to Yelp and friends' recommendations. 

The Bricks has been on my list of places to try for a while now, and I finally made it last night. 

My friend & I walked in and were greeted immediately by the staff who told us to sit where we wanted. The place was fairly empty on a Tuesday at 7pm. I've heard it's packed on weekends, so perhaps going on off-nights is key. 

We started off with the Bricklayer, a fancy name for extra delicious nachos that are topped with queso, avocado cream, olives, and jalapeños. The salsa that comes on the side is awesome - super fresh, flavorful, and not too watery. This is a big appetizer and probably a bit too much for two girls before dinner. If I ordered it again, it would be as a bar snack rather than an app. 

For dinner, I had to try the Bird & the Pig. Wow - that pressed sweet bread combined with the salty bacon and chicken, paired with crisp apples and agave nectar? Yeah, the distinct flavors come together nicely to create one hell of a sandwich. 

I tasted my friend's black bean burger and liked that, too. 

The only thing I tasted that didn't blow me away was the roasted potato salad I got on the side. I'll probably just go with the mixed greens salad next time. 

Aside from the food, the environment is cool, too. I really liked all the local artists' work adorning the walls. 

There is ample parking nearby, including a garage on 15th that only charges $1 for the first 3 hours.",Eastside,The Bricks,20.35,3.01,14.8,1,36-45,Non-binary,Native American
79szQCU8GqpMZYtRX2rKvw,Guest_5179,2017-11-07,3.0,,Eastside,The Bricks,33.16,5.83,17.6,2,26-35,,African American
umKey8gxNoyUcwZY2azciw,Guest_4996,02.06.2011,3.0,"nice place for gatherings and hanging out. Friendly staff. Food was OK. Not bad, not good, it just sat somewhere in the middle.",Eastside,The Bricks,21.93,4.62,21.0,5,65+,Prefer not to say,Other
rPf97Sb-wcMOJ1XBO8M9EA,,27.06.2018,5.0,"Have come to The Bricks a few times as I wait for classes, there is wifi and it's a nice environment to sit, eat, grab a beer and do some homework.  If I'm in Ybor for an extended period of time and have to wait, I usually try to make it here as much as I can.",Eastside,The Bricks,16.39,3.16,19.3,2,56-65,Male,
_aJ77lzyw1BhFqRU-wPwhA,Guest_7964,02.03.2012,4.0,fun place with a nice atmosphere. Ordered the Elvis which is a good sandwich with peanut butter honey bananana and bacon! it sounds weird but it was delicious.,Eastside,The Bricks,11.23,1.81,16.1,2,,Male,Hispanic
Y95YeYL9jxYcdkQgsTNzNg,,09/11/2017,4.0,,Eastside,The Bricks,26.96,4.8,17.8,2,65+,,Asian
xFxilqzpu6Xac1admnl7MA,Guest_6816,2015-09-28,,,Eastside,The Bricks,17.49,3.45,19.7,2,,Prefer not to say,Mixed
OhxIJjuDwcA0tRwXImwpeA,Guest_7810,08/24/2014,3.0,,Eastside,The Bricks,11.52,1.11,9.6,2,65+,Non-binary,Native American
8zXgEkLjDwArMWCiDa4tLQ,Guest_8668,11.10.2012,2.0,"I like some of the cocktails here but the food is mediocre. Ive never understood why it gets the ratings on food that it does, but then again we are in Tampa. Its basically like food you could whip up in a few minutes at home using your microwave for a 3rd of the cost. Except not as tasty. Anyone who loves eating here has the palate of a 14-year-old boy. Maybe its time they get an actual kitchen.",Eastside,The Bricks,18.21,0.0,0.0,2,26-35,Non-binary,Caucasian
P3PXmTyL5hzvqaCdJGk90w,Guest_9818,2015-11-18,5.0,"The Bricks of Ybor is a restaurant, bar, and coffee bar in Ybor City and also has live music and special events at times. It is affiliated with the SkatePark of Tampa (SpoT) which has a shop next door and there are skateboard decks mounted on the walls of The Bricks as artwork and they play skate videos on the TVs above the bar; as I'm a skater myself, this is if anything just the icing on the cake for me. 

However, The Bricks' ardent support of skateboarding would not be enough to garner a five-star review alone, but thankfully it measures up in all other regards. The interior atmosphere is lively, inviting, and unique. The waitstaff and bartenders are on point, outgoing, friendly, and most importantly, quite prompt. As to the food, it's fairly simply fare but very tasty and very well-prepared. Tacos, a variety of Cuban sandwich variants, and some salads compose the lion's share of the menu. I had the Bird & Pig Cuban sandwich and also an order of chips and queso dip. The queso was especially good, which impressed me because too often things like queso are simply after-thoughts at bar-type restaurants. The sandwich itself was also very good. They have a full bar with a good selection of bourbons and ryes and also an expectedly good selection of beer, with an emphasis on Tampa's local brews. The wine list also looked better than you'd think for a casual bar atmosphere. Overall, it's clear they're investing in quality here. 

While their skateboarding association was enough to grab my attention to The Bricks, their stellar food and service are what really sets them apart. Ybor has a reputation for food being hit or miss, as is the case with many touristy areas, but The Bricks I found to be simply and casual yet truly impressive.",Eastside,The Bricks,37.86,9.75,25.7,2,,Non-binary,African American
